question,link
(a) A weight of 250kN is supported by 2 cables AB and AC as shown in Figure Q2(a). Determine the forces developed in each cable by : (i) Algebraic Method; and (ii) Graphical Method. (6 marks) (4 marks) gure O2(a) (b) A simply supported beam is loaded as shown in Figure Q2(b). Calculate the reactions RA​ and RB​ at the supports A and B respectively. (5 marks) (c) Figure Q2 (c) shows three forces acting at the origin O. Find the magnitude and direction of the resultant force. (10 marks),https://www.chegg.com/homework-help/questions-and-answers/weight-250-mathrm-kn-supported-2-cables-mathrm-ab-mathrm-ac-shown-figure-q2--determine-for-q107105212
"Q.3 (a) A reservoir of carbon tetrachloride (CCl4​) has a mass of 500 kg and a volume of 0.315 m3. Determine the carbon tetrachloride's : (i) weight; and (2 marks) (ii) mass density. (2 marks) (b) A rectangular open container has a base of size 7.5 m by 3 m, and 3.5 m deep. Its mass is 40,000 kg and it is floating in fresh water. The density of fresh water is 1000 kg/m3. (i) Determine how deep will the container sink. (8 marks) (ii) If the water is now 3.5 m deep, determine the weight of stone to be placed in the container that will just cause it to rest on the bottom. (5 marks) (c) A prism of solid metal (density =7,250 kg/m3 ) floats upright in a bottle of liquid mercury (density =13,600 kg/m3 ). Determine the fraction of the depth of the metal above the suface of mercury. (8 marks)",https://www.chegg.com/homework-help/questions-and-answers/q3-reservoir-carbon-tetrachloride-left-mathrm-ccl-4-right-mass-500-mathrm-~kg-volume-0315--q107105230
Calculate the missing angles in the following diagram if the index of refraction is 1.00 outside the triangular block and 2.42 inside the block. 34° 17° Calculate the missing angles in the following diagram if the index of refraction is 1.00 outside the triangular block and 2.42 inside the block. 34° 17°,https://www.chegg.com/homework-help/questions-and-answers/calculate-missing-angles-following-diagram-index-refraction-100-outside-triangular-block-2-q107105329
"Q2. (a) A ball of mass 2 kg is dropped from rest at a height of 4.5 m above the ground. (i) Find the speed before hitting the ground. (4 marks) (ii) If the ball rebounds with a speed of 3 m/s from the ground, how much KE is lost? (iii) Where does the energy go after the rebound? (5 marks) (4 marks) (b) Calculate the power required to lift an object of mass 20 kg up to a height of 5 m above the ground in 3 seconds. (4 marks) (c) A bullet of mass mkg is fired horizontally towards a foam board at a speed v. The bullet can penetrate the block with a distance 25 mm. Assume there is no energy loss. How far can the bullet penetrate the same board if the speed is doubled? (8 marks)",https://www.chegg.com/homework-help/questions-and-answers/q2-ball-mass-2-mathrm-~kg-dropped-rest-height-45-mathrm-~m-ground-find-speed-hitting-groun-q107105241
"Q.3 (a) Define the term ""elasticity"". (4 marks) (b) A member of a stainless steel structure is 5 m long and has a cross-sectional area of 1000 mm2. What is the greatest pull which can be applied if the elongation is not allowed to exceed 3.0 mm ? Assume the Young's Modulus E=200kN/mm2. (9 marks) (c) A steel hollow tube of 140 mm outside diameter, 70 mm inside diameter and 10 m long is used on a bridge and subjected to a tensile load of 200kN. If the Young's Modulus is 100kN/mm2, calculate :- i. the stress in the material and; (6 marks) ii. the amount that the tube will be stretched. (6 marks)",https://www.chegg.com/homework-help/questions-and-answers/q3-define-term-elasticity--4-marks-b-member-stainless-steel-structure-5-mathrm-~m-long-cro-q107105228
"Q.3 (a) A wood block cube of each side 0.5 m floats in a water reservoir. Given that the densities of wood and water are 800 and 1000 kg/m3 respectively. Calculate: (i) The weight of water displaced by the block. (ii) The depth of the block immersed in water. (10 marks) (b) A polythene rod of length 0.5 m floats upright in a water tank. (i) Given that the densities of polythene rod and water are 920 and 1000 kg/m3 respectively, what is the length of the rod immersed in water? (5 marks) (ii) If the rod floats in another liquid with 0.4 m of its length under the liquid surface, what is the density of the liquid? (5 marks) Q.4 The Young's Modulus and the breaking stress of steel are 2.0×1011 Pa and 2.0x 1012 Pa respectively. A steel wire of length 2.5 m diameter 0.80 mm in a cable suspension bridge is stretched by a force of 10 N. Calculate (a) The stress on the wire; (6 marks) (b) the strain produced; (6 marks) (c) the extension of the wire; and (6 marks) (d) the force required to break the wire. (7 marks)",https://www.chegg.com/homework-help/questions-and-answers/q3-wood-block-cube-side-05-mathrm-~m-floats-water-reservoir-given-densities-wood-water-800-q107105197
"Ex: Calculate Vth ​ and Rth​ between terminals A and B of the circuit shown in figure. All resistance values are in ohms. Hint: Calculate voltage drop across 4Ω to find Vth​ Answer: Vth​=32 V,Rth​=4Ω",https://www.chegg.com/homework-help/questions-and-answers/ex-calculate-mathrm-v-text-th-mathrm-r-mathrm-th-terminals-mathrm-mathrm-b-circuit-shown-f-q107105351
"uestion 5 (21) A beam is hinged at A. He is held by a rope, which is attached at B. Determine the rope force S and the support reactions in A and B, if a stone (weight G ) hangs at the right end of the beam!",https://www.chegg.com/homework-help/questions-and-answers/uestion-5-21-beam-hinged-mathrm--held-rope-attached-mathrm-b--determine-rope-force-s-suppo-q107105368
A stone is dropped from a cliff and touched the ground with velocity 72.0 m/s. How long does it take to reach the ground? Neglect Air friction. 5.20 s 7.355 0.1345 3.67 s,https://www.chegg.com/homework-help/questions-and-answers/stone-dropped-cliff-touched-ground-velocity-720-mathrm-~m-mathrm-s--long-take-reach-ground-q107105370
​​​​​​​,https://www.chegg.com/homework-help/questions-and-answers/problem-3-derive-explicitly-moment-inertia-formula-thin-rod-uniform-mass-distribution-rota-q107105385
,https://www.chegg.com/homework-help/questions-and-answers/determine-free-body-diagram-whether-statically-determined-statically-determined-movable-11-q107105337
"An electron and a proton are each moving at 795 km/s in perpendicular paths as shown in
At the instant when they are at the positions shown, find the magnitude of the total magnetic field they produce at the origin. Express your answer with the appropriate units. * Incorrect; Try Again; 4 attempts remaining
Find the magnitude of the magnetic field the electron produces at the location of the proton. Express your answer with the appropriate units.
Find the magnitude of the total magnetic force that the electron exerts on the proton. Express your answer with the appropriate units.
Find the magnitude of the total electrical force that the electron exerts on the proton. Express your answer with the appropriate units. Part H Find the direction of the total electrical force that the electron exerts on the proton. Express your answer in degrees.",https://www.chegg.com/homework-help/questions-and-answers/electron-proton-moving-795-mathrm-~km-mathrm-s-perpendicular-paths-shown-instant-positions-q107105345
"A girl throws a rock horizontally with a speed of 12 m/s from a bridge. It falls 2.5 s before hitting the water below. How high is the bridge from the water below? Neglect air resistance.
A girl throws a rock horizontally, with a velocity of 10 m/s, from a bridge. It falls 20 m to the water below. How far does the rock travel horizontally before striking the water, assuming negligible air resistance?",https://www.chegg.com/homework-help/questions-and-answers/girl-throws-rock-horizontally-speed-12-mathrm-~m-mathrm-s-bridge-falls-25-mathrm-~s-hittin-q107105428
"A ball is thrown with an initial velocity of 20 m/s at an angle of 60∘ above the horizontal. What is the horizontal component of its velocity at the top of its trajectory if air resistance is negligible?
A ball is thrown at an initial speed of 8.0 m/s at an angle of 35∘ above the horizontal. If there is no air resistance, what is the speed of the ball when it returns to the same horizontal level?",https://www.chegg.com/homework-help/questions-and-answers/ball-thrown-initial-velocity-20-mathrm-~m-mathrm-s-angle-60-circ-horizontal-horizontal-com-q107105407
"3. In the pulley system shown, all the pulleys are massless and frictionless and the rope is of negligible mass. The block has a weight of 25000 newtons. (a) Find the tension in the rope if the block is lifted at a constant velocity. (b) Find the mechanical advantage of the pulley system.",https://www.chegg.com/homework-help/questions-and-answers/3-pulley-system-shown-pulleys-massless-frictionless-rope-negligible-mass-block-weight-2500-q107105371
"A 10-kg rock and a 20-kg rock are thrown upward with the same initial speed v0​ and experience no significant air resistance. If the 10−kg rock reaches a maximum height h, what maximum height will the 20−kg ball reach?
A car accelerates from 2.0 m/s to 22 m/s at a constant rate of 3.0 m/s2. How far does it travel while accelerating? 80 m
A car accelerates from 2.0 m/s to 22 m/s at a constant rate of 3.0 m/q2. How far does it travel while accelerating? 80 m",https://www.chegg.com/homework-help/questions-and-answers/10-kg-rock-20-kg-rock-thrown-upward-initial-speed-v-0-experience-significant-air-resistanc-q107105566
"Question 2 (8) 1. Determine the amount of the force F1​ to hold the weight (frictionless pulleys). 2. To lift the weight 10 cm, how much m of rope do you have to pull at the end of the rope?",https://www.chegg.com/homework-help/questions-and-answers/question-2-8-1-determine-amount-force-f-1-hold-weight-frictionless-pulleys--2-lift-weight--q107105325
The figure shows the velocity-versus-time graph for a basketball player traveling up and down the court in a stright-line path. Find the displncement of the player between t=4 s and t=8 s.,https://www.chegg.com/homework-help/questions-and-answers/figure-shows-velocity-versus-time-graph-basketball-player-traveling-court-stright-line-pat-q107105570
"4. A mass of 52.0 kilograms is suspended in equilibrium with three ropes of negligible mass, as shown. Find the tensions T1​ and T2​.",https://www.chegg.com/homework-help/questions-and-answers/4-mass-520-kilograms-suspended-equilibrium-three-ropes-negligible-mass-shown-find-tensions-q107105426
,https://www.chegg.com/homework-help/questions-and-answers/11-graph-shows-height-piece-gum-stuck-wheel-baby-stroller-hei-time-s-state-maximum-height--q107105581
12.4 Six simple harmonic motions of the same amplitude and period but differing from the next by +16∘ are to be added vectorily as shown in Fig-12B. If each has an amplitude of 5.0 cm. (a) Find the resultant amplitude (b) the initial phase angle of the resultant with respect to the first,https://www.chegg.com/homework-help/questions-and-answers/124-six-simple-harmonic-motions-amplitude-period-differing-next-16-circ-added-vectorily-sh-q107105600
A small puck with given mass m is placed on a frictionless table and is attached to a massless string which drops down through a hole in the center of table. A large block of unknown mass M is hung from the end of the string. The small puck is made to move in a circle with constant given radius r and constant given speed v. Parta) - (10 points): What is the mass M of the large block? Give your answer in terms of the given parameters. Explain your work. Partb) - (10 points): The large block is now pulled slowly by an external force so the radius of the orbit circle decreases gradually from the given value of r to a new smaller given value of r′. Calculate the new speed v′ of the puck. Give your answer in terms ef the given parameters. Explain your work. Part c) - (5 points): How much work is done on the puck by the force of tension while pulling on the large block to change the radius from r to r′ ? Give your answer in terms of the given parameters. Explain your work. Important Hint: the force of tension on the string is not constant as the large block is pulled. This means you cannot simply calculate the work by multiplying a force times a distance.,https://www.chegg.com/homework-help/questions-and-answers/small-puck-given-mass-m-placed-frictionless-table-attached-massless-string-drops-hole-cent-q107105573
A car accelerates from 2.0 m/s to 22 m/s at a constant rate of 3.0 m/s2. How far does it travel while accelerating? 80 m,https://www.chegg.com/homework-help/questions-and-answers/car-accelerates-20-mathrm-~m-mathrm-s-22-mathrm-~m-mathrm-s-constant-rate-30-mathrm-~m-mat-q107105572
If an object is dropped from the top of a building and it reaches the ground at t=4.00 s. What is the height of the building? Neglect air resistance. 19.6 m,https://www.chegg.com/homework-help/questions-and-answers/object-dropped-top-building-reaches-ground-mathrm-t-400-mathrm-~s--height-building-neglect-q107105587
A car accelerates from 2.0 m/s to 22 m/s at a constant rate of 3.0 m/s. . How far does it travel while accelerating?,https://www.chegg.com/homework-help/questions-and-answers/car-accelerates-20-mathrm-~m-mathrm-s-22-mathrm-~m-mathrm-s-constant-rate-30-mathrm-~m-mat-q107105577
"(a) [15 point ] Construct the normalized wave function Ψ321​(r,θ,ϕ) for the hydrogen atom. (b) 55 point ] Find the probability that the electron is being at a distance r from its nucleus. (c) [5 point ] Find the most probable value of the distance rbest ​ of the electron from its nucleus. (d) [5 point ] Find the expectation value of r,⟨r⟩ in this state. (e) [5 point ] List of all the possible states for n=3 state. If you could measure the observables L2 and Lz​, what would be the possible values and what would be the probability of each. Find the expectation values of ⟨L2⟩ and ⟨Lz​⟩.",https://www.chegg.com/homework-help/questions-and-answers/15-point-construct-normalized-wave-function-psi-321-r-theta-phi-hydrogen-atom-b-55-point-f-q107105618
12.4 Six simple harmonic motions of the same amplitude and period but differing from the next by +16∘ are to be added vectorily as shown in Fig-12B. If each has an amplitude of 5.0 cm. (a) Find the resultant amplitude (b) the initial phase angle of the resultant with respect to the first,https://www.chegg.com/homework-help/questions-and-answers/124-six-simple-harmonic-motions-amplitude-period-differing-next-16-circ-added-vectorily-sh-q107105604
"L±​ladder operators are described as L±​=Lx​±iLy​ (a) [10 point ] Find the commutation relations [Lz​,L±​]and [L2,L±​] (b) [5 point] Ylm​(θ,ϕ) spherical harmonics are simultaneous eigenfunctions of L2 and Lz​. Show that L±​Ylm​ are also simultaneous eigenfunctions of L2 ve Lz​ and find out the eigenvalues. Comments on your results and give appropriate names for L±​operators. (c) [5 point] Use the results in (c), discuss whether you can write an eigenvalue equations for L±​Ylm​ or not. (you can write an explicit form and use Alm​ for the constant). (NOT: if you wish you can use Dirac notation ∣ℓ,m⟩ instead of Ylm​ ) (d) [10 point] Since Ylm​(θ,ϕ) is normalized, Find the constant Alm​ in the equations of L±​ Ylm​. Use Alm​ formula find Alm​ values when you apply L+​to the upper level ∣ℓ,ℓ⟩ and L−​to the lowest level ∣ℓ,−ℓ⟩",https://www.chegg.com/homework-help/questions-and-answers/l-pm-ladder-operators-described-l-pm-l-x-pm-l-y-10-point-find-commutation-relations-left-l-q107105611
A small puck with given mass m is placed on a frictionless table and is attached to a massless string which drops down through a hole in the center of table. A large block of unknown mass M is hung from the end of the string. The small puck is made to move in a circle with constant given radius r and constant given speed v. Parta) - (10 points): What is the mass M of the large block? Give your answer in terms of the given parameters. Explain your work. Part b) - (10 points): The large block is now pulled slowly by an external force so the radius of the orbit circle decreases gradually from the given value of r to a new smaller given value of r′. Calculate the new speed v′ of the puck. Give your answer in terms of the given parameters. Explain your work. Part c) - (5 points): How much work is done on the puck by the force of tension while pulling on the large block to change the radius from r to r′ ? Give your answer in terms of the given parameters. Explain your work. Important Hint: the force of tension on the string is not constant as the large block is pulled. This means you cannot simply calculate the work by multiplying a force times a distance.,https://www.chegg.com/homework-help/questions-and-answers/small-puck-given-mass-m-placed-frictionless-table-attached-massless-string-drops-hole-cent-q107105650
"A block of given mass m is positioned on a fixed ramp with a given angle θ relative to the horizontal as shown above. For this problem, assume that there is friction between the block and the surface of the ramp. Assume that the coefficient of static friction μs​ and the coefficient of kinetic (sliding) friction μk​ are both given parameters. Part (a) - (15 points): First assume that the block is released on the ramp and that it subsequently remains at rest. Calculate the magnitude of each and every force on the block. Show your work. Give your answer in terms of the given parameters. Part (b) - (10 points): Now change the problem as follows: Assume that the block is released on the ramp and that it immediately begins to accelerate down the ramp. Calculate the magnitude of each and every force on the block. Also calculate the magnitude of the acceleration of the block. Show your work. Give your answer in terms of the given parameters.",https://www.chegg.com/homework-help/questions-and-answers/block-given-mass-m-positioned-fixed-ramp-given-angle-theta-relative-horizontal-shown--prob-q107105635
"A ball rolls without slipping or sliding on a surface. The mass of the ball is given as m and the radius of the ball is given as r. The ball is made of a thinwalled metallic shell with a hollow core. The rotational inertia of the hollow ball about the central point is given as I=32​mr2. Suppose the ball approaches a gently rolling hill as shown. Assume over the top, the hill is shaped in a circular arc with a given radius of curvature R. Assume that when the ball is at the top of the hill, it is a given height h above the level ground as shown. Assume that air resistance can be neglected. Part (a): −20 points - Suppose we define vmax​ as the maximum value of the translational speed of the ball that that ensures that the ball will remain in contact with the hill as it rolls over the crest at point P above? Calculate the value vmax​ in terms of the given parameters. Explain how you determined this. Hint: This is ""compound problem"". To solve it you need to break the problem into two or more steps and solve each step. Part (b): −5 points - Conceptual question: Suppose I change the problem so that the ball is now solid uniform sphere instead of a hollow shell. Otherwise the ball has the same mass and the same radius. How does this change your answer for part (a). Does the the value of vmax​ increase, decrease, or stay the same relative to your calculation for Part (a)?",https://www.chegg.com/homework-help/questions-and-answers/ball-rolls-without-slipping-sliding-surface-mass-ball-given-m-radius-ball-given-r--ball-ma-q107105643
"Problem 1: One-D Kinematics Concept ( 30 points) A bug walks on a horizontal wire. The plot above shows the position of the bug for some time interval from tstart ​ to tstop. ​. The plot shown is smoothly curved and continuous. Part (a) - (10 points): During the walk, are there any points in time or any time intervals where the bug has zero velocity? If so, label each of these on the plot with the letter symbol ""O"". Important: Explain your work. Write one or two sentences to explain how and why you know the velocity is zero at these points? Part (b) - (5 points): During the walk, are there any intervals of time where the velocity is constant (or very nearly so)? If so indicate only one example of this on the plot by writing over the curve in this region and labeling this with the letter "" C ''. Important: Explain your work. Write one or two sentences to explain how and why you know the velocity is constant on this interval. Part (c) - (10 points): During the walk, are there any intervals of time where the acceleration is negative? If so, label each of these on the plot with the letter symbol ""A"". Important: Explain your work. Write one or two sentences to explain how and why you know the acceleration is negative on these intervals.",https://www.chegg.com/homework-help/questions-and-answers/problem-1-one-d-kinematics-concept-30-points-bug-walks-horizontal-wire-plot-shows-position-q107105624
"calculate the neutron seperation energy of C(A=12,Z=6) ? assume that mp​=1.007825 amu,mn​=1.008665amu,me​=0.00054858amu,mB​(A=11,z=5)=11.009305 amu, mC​(A=11, Z=6)=11.011433amu,mC​(A=12,Z=6)=12.00amu",https://www.chegg.com/homework-help/questions-and-answers/calculate-neutron-seperation-energy-c-12-z-6-assume-m-p-1007825-m-u-m-n-1008665-mathrm-amu-q107105649
Which of the following graphs represent an object having zero acceleration? (a) (b) (c (d),https://www.chegg.com/homework-help/questions-and-answers/following-graphs-represent-object-zero-acceleration-b-mathrm-c-d-q107105665
"1, A traffic light which weight is 150 N is surpended by two cables If the angle are 37∘ and 53∘ respectively. Find the force that stretch the two cables. sin37∘=0.6cos37∘=0.8sin53∘=0.8cos53∘=0.6​",https://www.chegg.com/homework-help/questions-and-answers/1-traffic-light-weight-150-mathrm-~n-surpended-two-cables-f-angle-37-circ-53-circ-respecti-q107105750
Q1: Find the electric field at point p in figure 3.4 due to the charges shown.,https://www.chegg.com/homework-help/questions-and-answers/q1-find-electric-field-point-p-figure-34-due-charges-shown-q107105677
"A uniform electric field is directed along the +x-axis, as shown in the figure. There are three points A,B, and C where the electric potentials are VA​,VB​, and VC​, respectively. Among the following, the correct statement is: A. VA​<VB​<VC​ B. VA​<VB​=VC​ C. VA​>VB​=VC​ D. VA​>VB​>VC​ The capacitance of a parallel-plate capacitor is proportional to: A. the plate area B. the plate separation C. the charge stored D. the potential difference of the plates",https://www.chegg.com/homework-help/questions-and-answers/uniform-electric-field-directed-along-x-axis-shown-figure-three-points-b-c-electric-potent-q107105715
Electric forces and fields,https://www.chegg.com/homework-help/questions-and-answers/electric-forces-fields-small-ball-mass-10-g-charge-20-10-7-c-horizontal-electric-field-bal-q107105778
Q1: Find the electric field at point p in figure 3.4 due to the charges shown.,https://www.chegg.com/homework-help/questions-and-answers/q1-find-electric-field-point-p-figure-34-due-charges-shown-q107105651
Q3: What is the electric field in the lower left corner of the square as shown in figure 3.11? Assume that q=1110−7C and a=5 cm.,https://www.chegg.com/homework-help/questions-and-answers/q3-electric-field-lower-left-corner-square-shown-figure-311-assume-q-1-1-10-7-mathrm-c-5-m-q107105772
"Yang can focus on objects 170 cm away with a relaxed eye. With full accommodation, she can focus on objects 20 cm away. After her eyesight is corrected for distance vision, what will her nec Express your answer with the appropriate units. X Incorrect; Try Again; 3 attempts remaining",https://www.chegg.com/homework-help/questions-and-answers/yang-focus-objects-170-mathrm-~cm-away-relaxed-eye-full-accommodation-focus-objects-20-mat-q107105812
A lens with f=+15 cm is in contact with a lens with f=−20 cm. What is the effective focal length of the combination? Express your answer with the appropriate units.,https://www.chegg.com/homework-help/questions-and-answers/lens-f-15-mathrm-~cm-contact-lens-f-20-mathrm-~cm--effective-focal-length-combination-expr-q107105787
"A photographer uses his camera, whose lens has a 50 mm focal length, to focus on an object 3.5 m away. He then wants to take a In which direction must the lens move to focus on this second object? picture of an object that is 30 cm away. Correct Here we learn how to apply the thin-lens equation to calculate the Part B How far must the lens move to focus on this second object? Express your answer with the appropriate units.",https://www.chegg.com/homework-help/questions-and-answers/photographer-uses-camera-whose-lens-50-mathrm-~mm-focal-length-focus-object-35-mathrm-~m-a-q107105782
The sum of the two vectors shown below is given by zero undefined 2b −2b,https://www.chegg.com/homework-help/questions-and-answers/sum-two-vectors-shown-given-zero-undefined-2-vec-b-2-vec-b-q107105877
What is the f-number of a lens with a 25 mm focal length and a 6.5−mm-diameter aperture?,https://www.chegg.com/homework-help/questions-and-answers/f-number-lens-25-mathrm-~mm-focal-length-65-mathrm-mm-diameter-aperture-q107105816
"Q2: Find the electric field due to electric dipole along x-axis at point p, which is a distance r from the origin, then assume r≫a The electric dipole is positive charge and negative charge of equal magnitude placed a distance 2a apart as shown in figure 3.6",https://www.chegg.com/homework-help/questions-and-answers/q2-find-electric-field-due-electric-dipole-along-x-axis-point-p-distance-r-origin-assume-r-q107105780
"Q3. A brick is thrown upward from the top of a building at an angle of 25∗ to the herizontal and with an initial speed of 15 m/s. If the brick is in fight for 30 s, how tall is the building? A. 63.1 m B. 26 m C. 33 m D. 13 m Q4. The diagram represents the straight-line motion of a car Which of the following statements is true? A. The car accelerates, deccelerates, stops, deccelerates, and accelerates B. The car moves at 5 m/s for the first 2 s. C. The car is moving for a total time of 6 s. D. The car deccelerates at −2.5 m/s2 at 3 s",https://www.chegg.com/homework-help/questions-and-answers/q3-brick-thrown-upward-top-building-angle-25-herizontal-initial-speed-15-mathrm-~m-mathrm--q107105881
"Three vector A,B,C have a magnitude and direction 30 units North, 15 unit east and 36 unit south respectively What is the magnitude and direction of the vesultunt vector. ⇒ Three points charge are located at the corners of an equilaterial triangle a sin direction the below find the magnitude and harqe the net erectric force on the 2wc ⇒ An object moving with a constunt accelartion covers 100 m in 5sec it covers 25 m during the 5th  sec find? A, acceleration B. Inital velocity c. distunce covered the 8th sec",https://www.chegg.com/homework-help/questions-and-answers/three-vector-b-c-magnitude-direction-30-units-north-15-unit-east-36-unit-south-respectivel-q107105880
"Q2) Calculate the load P that the system can carry given in the figure. Note that the direction of P load is reversible. (right-left) Factor of safety: n=2.5 σyitu ​=120MPa,E=2.1×105MPa Tetmajer Equation for λ<λp​=105σk​=310−1,14λ",https://www.chegg.com/homework-help/questions-and-answers/q2-calculate-load-mathrm-p-system-carry-given-figure-note-direction-mathrm-p-load-reversib-q107105899
"A forensic scientist examines a hair with a microscope that has a 15× objective and a 5× eyepiece, The magnified hair has the same apparent size as a 2.0−cm-Wide nibbon seen from a distance of 1.0 m. What is the diameter of the hair? Express your answer with the appropriate units. (1. You have already submitted this answer. Enter a new answer. No credit lost. Try again.",https://www.chegg.com/homework-help/questions-and-answers/forensic-scientist-examines-hair-microscope-15-times-objective-5-times-eyepiece-magnified--q107105762
A tiger leaps horizontally from a 5.8 m-high rock with a speed of 3.0 m/s How far from the base of the rock will she land? Express your answer using two significant figures.,https://www.chegg.com/homework-help/questions-and-answers/tiger-leaps-horizontally-58-mathrm-~m-high-rock-speed-30-mathrm-~m-mathrm-s-far-base-rock--q107105999
,https://www.chegg.com/homework-help/questions-and-answers/three-points-charge-located-corners-equilaterial-triangle-sin-figure-find-magnitude-direct-q107106076
"The mass of the bob is 118 g and the length of the string is 1.02 m. (a) If the period of the pendulum's motion is 1.20 s, what is the angle the string makes with the vertical? (b) What is the tension in the string?",https://www.chegg.com/homework-help/questions-and-answers/mass-bob-118-mathrm-~g-length-string-102-mathrm-~m--period-pendulum-s-motion-120-mathrm-~s-q107105852
Investigate the relationship between Time Period (T) and length (L) with regards to a swinging pendulum. Apply those concepts to the practical application of correcting the time on a pendulum driven Grandfather clock or adjusting your metronome to play your favorite song on the guitar a little faster as you are learning it.,https://www.chegg.com/homework-help/questions-and-answers/investigate-relationship-time-period-t-length-l-regards-swinging-pendulum-apply-concepts-p-q107106121
"An object moving with a constant accelartion covers 100 m in 5sec it covers 25 m during the sth  sec find? A, acceleration B. Inital velocity c. distunce covered the 8th sec",https://www.chegg.com/homework-help/questions-and-answers/object-moving-constant-accelartion-covers-100-mathrm-~m-5-mathrm-sec-covers-25-mathrm-~m-s-q107106087
"(a) If the car travels at a speed of 16.3 m/s, what is the force of friction that acts on the car? (b) What is the maximum speed the car can have in order to safely negotiate the bend?",https://www.chegg.com/homework-help/questions-and-answers/car-travels-speed-163-mathrm-~m-mathrm-s-force-friction-acts-car-b-maximum-speed-car-order-q107106288
"9. The index of refraction for a particular type of glass is 1.52 and the index of refraction for air is approximately 1.00. A ray of light at a particular frequency enters a block of glass from air with an angle of incidence of 50∘. What is the angle of refraction 8,?",https://www.chegg.com/homework-help/questions-and-answers/9-index-refraction-particular-type-glass-152-index-refraction-air-approximately-100--ray-l-q107106363
1. An astronaut whose mass is 500 kilograms is standing in a rocket. The rocket is at a point in free space where there is no net gravitational attraction force and begins to accelerate upward at 4.5 meters per second squared. What is the magnitude of the force the floor exerts on the astronaut?,https://www.chegg.com/homework-help/questions-and-answers/1-astronaut-whose-mass-50-overline-0-kilograms-standing-rocket-rocket-point-free-space-net-q107106355
"c) (10 points) If a ceiling lamp has a luminous intensity of 200 cd and its distance above an office desk is 1.5 m. It provides direct lighting of the desk surface, which is medium gray and has a reflectance of 0.55. Defermine the illuminance striking the desk surface and the luminance of the desk surface.",https://www.chegg.com/homework-help/questions-and-answers/c-10-points-ceiling-lamp-luminous-intensity-200-mathrm-~cd-distance-office-desk-15-mathrm--q107106329
"Lab Question 6: While riding with my grandson a few weeks ago on the Space Mountain ride at Disney World, I encountered some forces that I arguably should no longer voluntarily subject myself too. One interaction was a result of a sharp right turn during the ride. As we entered in the turn, I was thrown against the left side of the car and my left side of my torso certainly felt it. There was a force that resulted from being thrown into the side of the car. There also was a force that acted on the car so that I would feel that second force. One of them is centripetal force and the other is centrifugal force. Look at the Latin roots of the terms and explain the differences. Also, I categorically deny any suggestions by my grandson, Jerrod that I was screaming “I want my mommy!” during the ride. Give your own example of this kind of interaction.",https://www.chegg.com/homework-help/questions-and-answers/lab-question-6-riding-grandson-weeks-ago-space-mountain-ride-disney-world-encountered-forc-q107106128
(2) If U is scalar quantiyy A is a vector quentiy proof that: 1) ∇×∇U=0 (2) ∇⋅(∇×A)=0 3) ∇⋅∇U=∇2U,https://www.chegg.com/homework-help/questions-and-answers/2-u-scalar-quantiyy-vec-vector-quentiy-proof-1-nabla-times-nabla-u-0-2-nabla-cdot-nabla-ti-q107106386
"Q5) Determine whether the structural system is safe under the loads given in the figure. Cross-sections of all members of the plane truss are circular with diameter of 15 cm. The safety factor is n=2. σyiet ​=120MPa,E=2.1×105MPa Tetmajer Equation for λ<λp​=105σk​=310−1,14λ",https://www.chegg.com/homework-help/questions-and-answers/q5-determine-whether-structural-system-safe-loads-given-figure-cross-sections-members-plan-q107105919
Lasers are used in surgecy to cut tissue and causerixe blood Wessels. One commonly used laser is an infrarod lassor that emits ilight with a wavelength of 1.38μm. The laser bewm is delvered What is the spot size of the focused laser beam if the lons is diffraction limited? trough an optical fiber and focused by a 1.0-mm-diameler lens Express your answer with the appropriate units. at the end α the toot. The focal length of the lens is 3.0 cm X incorrect; Try Again; 2 attempts remaining Part B Cuating tissue requires a light intensify of 50 kW/cm2 at the focal point. What is the necessary laser p Express your answer with the appropriate units.,https://www.chegg.com/homework-help/questions-and-answers/lasers-used-surgecy-cut-tissue-causerixe-blood-wessels-one-commonly-used-laser-infrarod-la-q107106454
,https://www.chegg.com/homework-help/questions-and-answers/suppose-two-eggs-one-hard-boiled-uncooked-wish-determine-hard-boiled-egg-without-breaking--q107106459
A small metal sphere has a mass of 0.18 g and a charge of −220nC. It is 10.0 cm directly abovo an identical sphere that has the same charge. This lower sphere is foxed and cannot What is the magnitude of its initial acceleration? move. If the upper sphere is released. it will begin to fall. Express your answer with the appropriate units. X Incorrect; Try Again; 5 attempts remaining,https://www.chegg.com/homework-help/questions-and-answers/small-metal-sphere-mass-018-mathrm-~g-charge-220-mathrm-nc--100-mathrm-~cm-directly-abovo--q107106468
"An electre is similar to a magnet, but rather than being permanently magnetized, it has a permanent electrio dipole moment. Suppose a small electret with electric dipole moment 1.0×10−7Cm is 25 cm from a 5mall ball charged to What is the magnitude of the electric force on the ball? +45nC, with the bal on the axis of the olectric dipole,",https://www.chegg.com/homework-help/questions-and-answers/electre-similar-magnet-rather-permanently-magnetized-permanent-electrio-dipole-moment-supp-q107106478
